,id,type,locality,activation_date,latitude,longitude,lease_type,gym,lift,swimming_pool,negotiable,furnishing,parking,property_size,property_age,bathroom,facing,cup_board,floor,total_floor,amenities,water_supply,building_type,balconies,rent
16,ff8081816483b0ba01648479cec8103a,BHK3,Cox Town,2017,12.99852641,77.63100653,FAMILY,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,1200,3.0,2.0,E,2.0,1.0,3.0,5,CORPORATION,IH,2.0,18500.0
17,ff8081815d851c3f015d8d3a9b3e5361,BHK3,BTM 2nd Stage,2017,12.9082396,77.6074088,ANYONE,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,1200,10.0,2.0,E,0.0,1.0,2.0,0,CORPORATION,IF,1.0,21000.0
18,ff8081816058ce47016058d4e68f0308,BHK2,Chikkakannalli,2018,12.90057001,77.70788521,FAMILY,0,0,0,0,SEMI_FURNISHED,BOTH,1020,0.0,2.0,SE,2.0,4.0,15.0,15,CORPORATION,AP,2.0,22000.0
19,ff80818163dffb5f0163e00d3cdd0429,BHK2,agara,2017,12.9243632,77.6532669,ANYONE,0,1,0,1,SEMI_FURNISHED,BOTH,1084,10.0,2.0,E,2.0,0.0,4.0,8,CORPORATION,AP,3.0,24000.0
20,ff8081814d5bcfaa014d61def2d72742,BHK2,Doddanekkundi,2018,12.9746806,77.70353616,FAMILY,1,1,0,1,SEMI_FURNISHED,FOUR_WHEELER,1285,3.0,2.0,W,2.0,0.0,5.0,12,BOREWELL,AP,0.0,27000.0
21,ff8081816411d7a30164129f78250828,BHK2,Munnekollal,2018,12.95186174,77.7066702,ANYONE,0,0,0,1,SEMI_FURNISHED,NONE,600,1.0,1.0,E,2.0,2.0,2.0,1,CORPORATION,IF,1.0,14000.0
22,ff80818164556f3e016455ca9bf120ae,BHK1,"Hoodi Railway Station, 1, Sadaramangala Road, Kodigehalli, Krishnarajapura, Bengaluru, Karnataka 560036, India",2018,12.9960482,77.719061,ANYONE,0,0,0,1,NOT_FURNISHED,BOTH,800,1.0,1.0,W,0.0,0.0,4.0,8,CORP_BORE,AP,1.0,12000.0
23,ff808181636e4dde01636eee7db94ae8,BHK3,"Garudachar Palya,Mahadevapura",2018,12.9923765,77.7026845,FAMILY,1,1,1,1,SEMI_FURNISHED,BOTH,1610,8.0,2.0,E,6.0,2.0,19.0,16,CORP_BORE,AP,3.0,36000.0
24,ff808181639be6800163a30bf00f572f,BHK2,Bommanahalli,2018,12.90803896,77.62437345,FAMILY,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,1100,10.0,2.0,N,2.0,1.0,2.0,3,CORP_BORE,IF,1.0,15000.0
25,ff80818161b7aabf0161b7d0d90d1494,BHK2,Hoodi,2018,12.98529219,77.71810454,ANYONE,0,0,0,1,SEMI_FURNISHED,BOTH,1200,10.0,2.0,E,2.0,0.0,1.0,0,CORP_BORE,IF,0.0,20000.0
26,ff8081816295674f0162998587be1ae8,BHK2,Mahadevapura,2017,12.9937143,77.6807931,ANYONE,0,1,0,0,SEMI_FURNISHED,BOTH,800,3.0,2.0,E,1.0,3.0,3.0,13,CORP_BORE,AP,0.0,16000.0
27,ff8081815e66cfa7015e6b1839c63a55,BHK2,Viveka Nagar,2017,12.95216607,77.62247264,FAMILY,0,0,0,1,SEMI_FURNISHED,NONE,800,12.0,1.0,E,2.0,0.0,0.0,3,CORPORATION,IF,0.0,10000.0
28,ff8081815d3af4da015d3b12bce30bad,BHK2,"Kadubeesanahalli,",2018,12.9336504,77.7022315,FAMILY,1,1,1,1,SEMI_FURNISHED,BOTH,1484,1.0,2.0,N,1.0,1.0,4.0,15,CORPORATION,AP,1.0,22000.0
29,ff808181642e777901643178af825d32,BHK2,Sanjeevini Nagar,2018,12.97182324,77.52198776,FAMILY,0,0,0,1,SEMI_FURNISHED,NONE,500,10.0,1.0,N,2.0,2.0,2.0,0,CORP_BORE,IF,0.0,9000.0
30,ff80818163ee67480163efcd41196859,BHK2,Doddanekundi,2018,12.97372627,77.70822144,ANYONE,0,1,0,0,SEMI_FURNISHED,BOTH,1200,5.0,2.0,W,2.0,2.0,4.0,6,CORPORATION,AP,1.0,19500.0
31,ff80818158f36d080158f36fada90027,BHK2,Whitefield,2018,12.95963193,77.74794814,ANYONE,0,1,0,0,FULLY_FURNISHED,BOTH,1300,8.0,2.0,S,2.0,1.0,1.0,3,CORPORATION,IH,2.0,25000.0
32,ff8081814dbef14c014dc286d3550d5e,RK1,Indiranagar,2017,12.97235646,77.64366828,BACHELOR,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,250,10.0,1.0,E,1.0,0.0,2.0,4,CORPORATION,IF,0.0,11000.0
33,ff8081815d46135d015d49bf7e96596c,BHK3,Mahadevapura,2018,12.99151617,77.70293323,ANYONE,1,1,1,1,FULLY_FURNISHED,BOTH,1860,5.0,3.0,NE,5.0,14.0,20.0,17,CORPORATION,AP,3.0,48000.0
34,ff80818151b4838f0151b8c3e508185e,RK1,Brookefield,2018,12.96146892,77.71904367,BACHELOR,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,250,0.0,1.0,N,1.0,3.0,3.0,3,CORPORATION,IF,0.0,9000.0
35,ff80818161ae62340161af337a2630f5,BHK2,New Tippasandra,2017,12.98220154,77.64837989,ANYONE,0,0,0,0,SEMI_FURNISHED,BOTH,972,0.0,2.0,E,5.0,2.0,3.0,3,CORPORATION,AP,3.0,31000.0
36,ff8081815bdd0f61015be33738ef6743,BHK3,JP Nagar 1st Phase,2018,12.91085303,77.57827029,FAMILY,0,0,0,1,SEMI_FURNISHED,BOTH,1050,15.0,2.0,E,4.0,1.0,2.0,2,BOREWELL,AP,1.0,20000.0
37,ff80818161eff9bc0161f0b8dd9c157f,BHK2,Vimanapura,2018,12.96254812,77.68155776,FAMILY,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,850,1.0,2.0,N,2.0,2.0,2.0,3,CORPORATION,IF,1.0,19000.0
38,ff80818163cb77260163cb85b88403ee,BHK2,Jayanagar,2018,12.9297994,77.58953323,FAMILY,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,1050,10.0,1.0,E,3.0,2.0,3.0,2,CORP_BORE,IF,0.0,16000.0
39,ff80818161c29c780161c7d429566581,BHK2,Uttarahalli Hobli,2017,12.9076634,77.54547321,FAMILY,1,1,1,1,SEMI_FURNISHED,BOTH,1175,0.0,2.0,N,3.0,4.0,5.0,14,CORP_BORE,AP,2.0,20000.0
40,ff8081815d77d70c015d78c56a806ea7,BHK3,Kaikondrahalli,2017,12.91615213,77.67418514,ANYONE,1,1,1,1,FULLY_FURNISHED,BOTH,1876,1.0,3.0,N,5.0,3.0,9.0,8,CORPORATION,AP,4.0,50000.0
41,ff8081814ffe57bd015009b940fe47d6,BHK2,Kaggadasapura,2018,12.97217341,77.65388683,ANYONE,0,0,0,1,SEMI_FURNISHED,BOTH,750,5.0,1.0,E,2.0,0.0,0.0,2,CORPORATION,IH,0.0,12000.0
42,ff80818153220f50015322adc5a30f46,BHK2,Adugodi,2018,12.94366081,77.60393738,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,900,12.0,1.0,N,2.0,2.0,2.0,4,CORP_BORE,IF,1.0,15000.0
43,ff808181528483050152884d7c0015ed,BHK3,Jayanagar 5th Block,2017,12.92394273,77.5839551,FAMILY,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,1200,10.0,2.0,N,4.0,1.0,1.0,4,BOREWELL,IF,1.0,30000.0
44,ff8081815d08cf2c015d0c3c04134ec3,BHK2,Hanumantha Nagar,2018,12.9425468,77.5625781,FAMILY,0,0,0,1,SEMI_FURNISHED,BOTH,900,7.0,2.0,S,3.0,0.0,1.0,2,CORPORATION,IF,0.0,18000.0
45,ff80818162b974110162bac765b877f9,BHK2,Basaveshwar Nagar,2018,12.98905751,77.54061036,FAMILY,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,1100,9.0,2.0,N,5.0,3.0,3.0,1,CORP_BORE,IF,1.0,14000.0
46,ff808181611cd05401611d18314e2006,BHK2,Kasavanahalli,2018,12.90771214,77.68045842,FAMILY,0,1,0,0,SEMI_FURNISHED,FOUR_WHEELER,1230,0.0,2.0,E,2.0,2.0,3.0,15,BOREWELL,AP,2.0,21000.0
47,ff80818160129ab00160161f04fe4e1e,BHK3,Thirumalashettyhally,2018,12.9834759,77.7755112,ANYONE,1,1,1,1,SEMI_FURNISHED,BOTH,1435,0.0,2.0,E,4.0,0.0,4.0,13,CORPORATION,AP,3.0,20000.0
48,ff8081815910de040159114c49b517ea,BHK1,BTM Layout,2017,12.91627014,77.60292892,FAMILY,0,0,0,0,NOT_FURNISHED,TWO_WHEELER,400,10.0,1.0,E,0.0,0.0,1.0,0,CORP_BORE,IF,0.0,10000.0
49,ff8081815dfa185a015dfa2927a20b05,BHK2,Chikkalasandra,2017,12.91717561,77.54679294,FAMILY,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,800,8.0,2.0,E,2.0,1.0,2.0,1,CORP_BORE,IF,0.0,12500.0
50,ff8081815d1837e5015d1bbc89417951,BHK3,"Yelachenahallli, Bengaluru, Karnataka, India",2017,12.9004037,77.5712556,ANYONE,0,0,0,1,SEMI_FURNISHED,BOTH,1360,2.0,3.0,E,3.0,2.0,3.0,2,CORP_BORE,AP,1.0,17000.0
51,ff8081815fdc759c015fde8e53a369b7,RK1,Indiranagar,2018,12.97448255,77.63312254,BACHELOR,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,120,5.0,1.0,SE,1.0,3.0,3.0,2,CORP_BORE,IF,0.0,8000.0
52,ff80818162c2ea760162c372a2c655c2,BHK1,Wilson Garden,2018,12.94858457,77.60159785,ANYONE,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,650,10.0,1.0,E,1.0,1.0,3.0,1,CORP_BORE,IF,1.0,9000.0
53,ff80818163fd9fda0164042f47323e76,BHK2,Gattigere,2018,12.91875984,77.525182,FAMILY,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,900,5.0,2.0,N,2.0,1.0,3.0,0,CORP_BORE,IF,0.0,13500.0
54,ff8081816108a00501610cdb45fc5a3f,BHK2,Ejipura,2018,12.93816505,77.62890921,FAMILY,1,1,0,1,SEMI_FURNISHED,BOTH,1172,16.0,2.0,E,2.0,0.0,4.0,11,CORP_BORE,AP,1.0,35000.0
55,ff808181617a2fb2016183a9f7b75fd2,BHK1,Vijaya Nagar,2018,12.9661428,77.5490677,FAMILY,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,225,8.0,1.0,E,1.0,2.0,2.0,4,CORPORATION,IF,1.0,8400.0
56,ff80818163c529be0163ca602663400e,BHK2,Whitefield,2017,12.96712395,77.73769691,FAMILY,1,1,0,0,SEMI_FURNISHED,BOTH,1100,4.0,2.0,N,2.0,4.0,4.0,6,BOREWELL,AP,2.0,17000.0
57,ff8081815f58e50a015f5c8c79b54a0c,BHK2,Byrasandra,2017,12.9804965,77.6673131,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,1200,4.0,2.0,N,2.0,0.0,0.0,1,CORPORATION,IH,0.0,15000.0
58,ff8081815c1ffddf015c202cacf015a5,BHK3,Kadugodi,2018,12.99866239,77.75588273,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,1500,3.0,3.0,E,4.0,1.0,2.0,3,CORP_BORE,IF,2.0,23000.0
59,ff8081816451a4760164545631724e9b,BHK2,BTM 2nd Stage,2018,12.90715158,77.60636501,ANYONE,0,1,0,1,FULLY_FURNISHED,BOTH,1250,5.0,2.0,E,3.0,1.0,4.0,5,CORP_BORE,AP,1.0,21000.0
60,ff80818160f91d7f016102652f2f0dbc,BHK2,Vignana Nagar,2018,12.9733535,77.68011402,ANYONE,0,1,0,1,SEMI_FURNISHED,BOTH,1440,7.0,2.0,W,6.0,5.0,5.0,10,CORP_BORE,AP,3.0,24000.0
61,ff8081815b587dc7015b5b6d6dba4bf6,BHK2,Tippasandra,2017,12.97163272,77.66302467,FAMILY,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,1000,5.0,2.0,E,1.0,2.0,2.0,0,CORPORATION,IF,1.0,13000.0
62,ff8081815eaeb70c015eb2d001ad6342,BHK2,Bellandur,2018,12.9206798,77.6741922,ANYONE,1,1,1,1,SEMI_FURNISHED,BOTH,1465,8.0,2.0,E,2.0,5.0,9.0,15,BOREWELL,AP,2.0,32000.0
63,ff808181616a290101616a83c6a52c69,BHK2,Sheshadripuram,2018,12.99414863,77.57818577,FAMILY,0,1,0,0,FULLY_FURNISHED,TWO_WHEELER,900,5.0,2.0,NE,3.0,2.0,3.0,12,CORP_BORE,AP,2.0,22000.0
64,ff808181642e77790164312e342f1ae2,BHK3,Cox Town,2018,12.99365373,77.62774695,FAMILY,0,1,0,1,NOT_FURNISHED,BOTH,1500,1.0,3.0,S,0.0,2.0,2.0,3,CORPORATION,AP,4.0,30000.0
65,ff8081816179252a016179543e591ac6,BHK3,Doddanakundi,2018,12.9785885,77.6974294,ANYONE,0,1,1,0,SEMI_FURNISHED,BOTH,2250,12.0,2.0,E,2.0,5.0,5.0,6,CORP_BORE,IF,3.0,42000.0
66,ff8081815b9bf9ce015ba3e3bee94441,BHK3,Banashankari,2017,12.92514892,77.56440586,FAMILY,0,0,0,1,SEMI_FURNISHED,BOTH,1900,10.0,2.0,E,2.0,0.0,2.0,2,CORP_BORE,IF,2.0,33000.0
67,ff8081815302477301530861d6e253a6,BHK2,J P Nagar,2017,12.91195143,77.58976879,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,600,6.0,1.0,E,1.0,2.0,2.0,3,CORPORATION,IF,0.0,10000.0
69,ff8081815dc5ed3c015dc70c57e91d76,BHK2,Whitefield,2017,12.97628941,77.74130369,FAMILY,1,1,1,0,SEMI_FURNISHED,BOTH,1348,2.0,2.0,E,2.0,1.0,5.0,17,BOREWELL,AP,2.0,26000.0
70,ff8081816050111c016053b016c70dfa,BHK1,Kodihalli,2018,12.9626001,77.646453,ANYONE,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,600,5.0,1.0,W,1.0,0.0,2.0,1,CORP_BORE,IF,2.0,16000.0
71,ff8081815da74244015da755bcb2092b,RK1,Kodihalli,2017,12.96226809,77.64653183,FAMILY,0,0,0,0,FULLY_FURNISHED,NONE,200,1.0,1.0,W,1.0,4.0,5.0,1,BOREWELL,AP,1.0,10000.0
72,ff8081814db00698014db459cb991987,BHK1,Shivananda Nagar,2018,12.97077706,77.66487749,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,500,4.0,1.0,E,1.0,1.0,1.0,1,CORPORATION,IF,1.0,9000.0
73,ff8081815235ebc3015235f85aaf0083,BHK1,Marathahalli,2018,12.95278487,77.69357444,ANYONE,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,400,0.0,1.0,N,1.0,2.0,4.0,3,CORP_BORE,IF,0.0,10000.0
74,ff808181649891c2016498c872671634,BHK1,Prashant Nagar,2018,12.97562498,77.53205003,FAMILY,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,600,1.0,1.0,E,1.0,1.0,4.0,3,CORPORATION,IH,1.0,9500.0
75,ff8081816417025b0164187069040dc4,BHK1,Kasavanahalli,2018,12.90418272,77.67574502,FAMILY,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,800,3.0,1.0,N,3.0,2.0,3.0,2,CORP_BORE,IF,1.0,9500.0
76,ff8081815185733901518ebf43f041bc,BHK2,HSR Layout,2018,12.90481193,77.64045129,FAMILY,0,0,0,1,SEMI_FURNISHED,BOTH,1150,1.0,2.0,E,1.0,0.0,2.0,3,BOREWELL,IF,0.0,16000.0
77,ff8081816349902b016349e06a8d3405,BHK2,Whitefield,2018,12.9669841,77.7407821,FAMILY,1,1,0,1,FULLY_FURNISHED,BOTH,1194,1.0,2.0,E,3.0,4.0,4.0,11,CORP_BORE,AP,2.0,26000.0
78,ff80818162e6a4b60162ece1db2058d7,BHK2,Marathahalli,2017,12.95315697,77.70973516,ANYONE,0,0,0,1,SEMI_FURNISHED,BOTH,1500,5.0,2.0,E,1.0,2.0,4.0,2,CORPORATION,IF,4.0,16000.0
79,ff80818164a89f630164ab3ffd466c16,BHK3,Dooravani Nagar,2018,12.9996889,77.6662679,ANYONE,1,1,1,1,SEMI_FURNISHED,BOTH,1590,1.0,3.0,W,10.0,4.0,10.0,11,CORP_BORE,AP,1.0,40000.0
80,ff80818152cabeaf0152caf73095049c,BHK1,Koramangala,2018,12.93617649,77.62077816,FAMILY,0,0,0,1,NOT_FURNISHED,TWO_WHEELER,450,5.0,1.0,E,1.0,0.0,2.0,1,CORPORATION,IF,0.0,14000.0
81,ff808181628af53801628ba0d83636ad,BHK3,"Laxmi Sagar Layout,Mahadevapura",2017,12.9884164,77.6895542,FAMILY,1,1,1,1,FULLY_FURNISHED,BOTH,1431,5.0,2.0,N,2.0,9.0,14.0,15,CORP_BORE,AP,2.0,38000.0
82,ff8081815ef49802015ef72ce57f0318,BHK1,HSR Layout,2018,12.91850814,77.64740614,BACHELOR,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,448,5.0,1.0,N,1.0,3.0,3.0,3,CORPORATION,IF,0.0,14000.0
83,ff8081815da32e9f015da656b45d691f,BHK2,Raja Rajeshwari Nagar,2017,12.91952785,77.51145074,FAMILY,0,0,0,1,SEMI_FURNISHED,FOUR_WHEELER,1250,5.0,2.0,N,2.0,1.0,2.0,1,CORPORATION,IF,1.0,10500.0
84,ff80818160c5ed140160cf23fcbe10c2,BHK2,"Pulkeshi Nagar,Pulikeshi Nagar",2018,12.9954943,77.6067362,ANYONE,0,1,0,1,SEMI_FURNISHED,TWO_WHEELER,1250,20.0,2.0,W,2.0,1.0,5.0,5,CORP_BORE,AP,3.0,23000.0
85,ff8081816016727501601c0b0253480a,BHK2,Jayanagar,2018,12.9355631,77.5894514,ANYONE,0,0,0,1,SEMI_FURNISHED,BOTH,750,25.0,2.0,N,4.0,0.0,5.0,6,CORPORATION,AP,1.0,23000.0
86,ff80818160d4d4990160d4fc2a3d12fa,BHK2,Domlur,2017,12.95673189,77.64242111,BACHELOR,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,800,5.0,2.0,E,4.0,1.0,2.0,1,CORPORATION,IF,1.0,20000.0
87,ff8081815ea95edf015ea9c36d620ed3,BHK1,RR Nagar,2018,12.91873071,77.5016751,FAMILY,0,1,0,0,SEMI_FURNISHED,BOTH,550,0.0,1.0,E,1.0,4.0,4.0,2,CORP_BORE,IF,1.0,9000.0
88,ff80818158fd789d0159011bce833406,BHK3,HSR Layout,2018,12.91786381,77.64512062,ANYONE,0,0,0,1,SEMI_FURNISHED,BOTH,2100,8.0,3.0,E,3.0,1.0,2.0,4,CORP_BORE,IF,1.0,40000.0
89,ff80818161f4c6ff0161fef82b343f46,BHK1,Srirampura,2017,12.99590611,77.56461881,FAMILY,0,0,0,1,SEMI_FURNISHED,NONE,450,0.0,1.0,E,1.0,0.0,2.0,2,CORPORATION,IH,1.0,8000.0
90,ff80818163919c6b016391b9c8af09a7,BHK2,Chikkalasandra,2017,12.90873405,77.54837381,FAMILY,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,1500,16.0,2.0,E,1.0,1.0,2.0,0,CORP_BORE,IF,0.0,9500.0
91,ff8081815f2a0b98015f2a13f3cd0228,BHK2,Basaveshwar Nagar,2018,12.98312615,77.53809247,FAMILY,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,800,8.0,2.0,E,2.0,2.0,2.0,1,CORP_BORE,IF,1.0,14000.0
92,ff8081815771e15b015775c8e7c379b3,BHK1,Sudhama Nagar,2018,12.95346356,77.59302909,ANYONE,0,0,0,1,SEMI_FURNISHED,NONE,700,1.0,1.0,S,1.0,2.0,2.0,4,CORP_BORE,IF,1.0,12000.0
93,ff80818163e827ac0163e8a08cc036e5,BHK1,Kadugodi,2018,12.9948372,77.76300687,FAMILY,0,0,0,1,SEMI_FURNISHED,FOUR_WHEELER,750,0.0,1.0,N,1.0,0.0,3.0,3,CORP_BORE,IH,1.0,8000.0
94,ff80818164793d9601647a3931d05560,BHK2,Nagondanahalli,2018,12.9701443,77.7668229,FAMILY,1,1,1,1,SEMI_FURNISHED,FOUR_WHEELER,1175,1.0,2.0,N,2.0,3.0,3.0,13,BOREWELL,AP,1.0,17000.0
95,ff808181645b541401645e44b0555576,BHK2,Bommanahalli,2017,12.9049439,77.6193591,FAMILY,0,1,1,1,SEMI_FURNISHED,BOTH,1251,3.0,2.0,E,2.0,3.0,5.0,14,BOREWELL,AP,3.0,20000.0
96,ff8081815fe25f09015fe7f3521f2823,BHK2,BTM Layout,2018,12.92140163,77.60363202,FAMILY,0,1,0,0,SEMI_FURNISHED,TWO_WHEELER,1000,1.0,2.0,E,2.0,1.0,8.0,2,CORPORATION,AP,1.0,18000.0
97,ff8081815d9773eb015d9810df3e4de5,BHK2,New Tippasandra,2018,12.97210593,77.64978066,FAMILY,0,0,0,0,NOT_FURNISHED,TWO_WHEELER,600,15.0,2.0,S,0.0,0.0,2.0,1,CORP_BORE,IF,0.0,15000.0
98,ff8081816306a4ae01630788afc13209,BHK2,Kumaraswamy Layout,2018,12.90827484,77.56404962,ANYONE,0,0,0,1,NOT_FURNISHED,TWO_WHEELER,1000,15.0,2.0,E,0.0,2.0,3.0,3,CORPORATION,IF,1.0,15000.0
99,ff808181611da17a01611de05ffb1faa,BHK3,"Chandana,",2018,12.9394677,77.692292,FAMILY,1,1,1,0,SEMI_FURNISHED,BOTH,1800,11.0,3.0,E,3.0,0.0,4.0,8,CORP_BORE,AP,3.0,27500.0
100,ff80818163e908fd0163ea2b499a5f8e,BHK1,Adugodi,2018,12.94269706,77.60905257,BACHELOR,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,500,4.0,1.0,E,1.0,2.0,3.0,0,CORPORATION,IF,1.0,9000.0
101,ff80818162e6a3300162ecb467952b75,BHK2,BTM 2nd Stage,2017,12.90679027,77.60800428,FAMILY,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,780,10.0,2.0,W,2.0,1.0,1.0,2,CORPORATION,IH,0.0,15000.0
102,ff80818160c5f1330160cf0cf129145f,BHK2,Banashankari,2018,12.92646474,77.55099226,FAMILY,0,0,0,0,SEMI_FURNISHED,BOTH,900,15.0,2.0,W,2.0,0.0,1.0,4,CORP_BORE,IF,0.0,16000.0
103,ff8081815dc5ed3c015dc64524122e57,BHK3,"Rainbow Drive,Halanayakanahalli",2017,12.9088006,77.6842281,ANYONE,1,1,1,0,SEMI_FURNISHED,BOTH,1600,6.0,3.0,S,3.0,0.0,4.0,19,CORP_BORE,AP,1.0,45000.0
104,ff80818164c152490164c5908358599e,BHK3,C V Raman Nagar,2018,12.99240944,77.66336392,ANYONE,1,1,1,1,SEMI_FURNISHED,BOTH,1600,10.0,2.0,W,3.0,2.0,5.0,12,CORP_BORE,AP,2.0,30000.0
105,ff8081815761f2c401576554d90a4521,BHK2,"Koramangala 4th Block, Bengaluru, Karnataka, India",2018,12.93214647,77.62734904,ANYONE,0,0,0,1,SEMI_FURNISHED,NONE,900,15.0,1.0,N,0.0,0.0,3.0,3,CORP_BORE,IF,0.0,25000.0
106,ff808181626ccea90162705870b1351d,BHK2,"Eastwood Township,Harlur",2018,12.9020624,77.6640759,FAMILY,1,1,1,1,SEMI_FURNISHED,BOTH,1300,0.0,2.0,N,2.0,14.0,18.0,10,CORP_BORE,AP,1.0,32000.0
